id,brand,model,plate,price,color,description,horsePower,doors,picture,type,customer
8B5iRl18u2dyYKhh72qc,Maserati,Quattroporte,BMN 898,2037698,Black,Skill view establish these city continue.,424,four,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati_quattroporte-gts-gransport-2016_r4.webp?alt=media&token=d119d3c9-6b86-4d63-8ef4-63169ab47215', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati_quattroporte-gts-gransport-2016_r4.webp?alt=media&token=d119d3c9-6b86-4d63-8ef4-63169ab47215', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati_quattroporte-gts-gransport-2016_r4.webp?alt=media&token=d119d3c9-6b86-4d63-8ef4-63169ab47215', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati_quattroporte-gts-gransport-2016_r4.webp?alt=media&token=d119d3c9-6b86-4d63-8ef4-63169ab47215', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati_quattroporte-gts-gransport-2016_r4.webp?alt=media&token=d119d3c9-6b86-4d63-8ef4-63169ab47215'}",Convertible,
9ZEKkaNPkmJY8yTLtPee,Maserati,Levante,LIS-1622,588078,Orange,Stage play beat short reality seven.,1350,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati-levante-2024.jpg?alt=media&token=99e963c5-98a8-4302-89a1-91d079e05bad', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati-levante-2024.jpg?alt=media&token=99e963c5-98a8-4302-89a1-91d079e05bad', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati-levante-2024.jpg?alt=media&token=99e963c5-98a8-4302-89a1-91d079e05bad', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati-levante-2024.jpg?alt=media&token=99e963c5-98a8-4302-89a1-91d079e05bad', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fmaserati-levante-2024.jpg?alt=media&token=99e963c5-98a8-4302-89a1-91d079e05bad'}",Convertible,
WWd6a7luqNKfDeiqTrnv,Maserati,Ghibli,1UG79,2353828,Orange,Guess chance their focus issue.,532,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ffoto---maserati-ghibli-mc-edition.webp?alt=media&token=03396ec7-02cb-4f57-b1fb-48464757eb91', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ffoto---maserati-ghibli-mc-edition.webp?alt=media&token=03396ec7-02cb-4f57-b1fb-48464757eb91', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ffoto---maserati-ghibli-mc-edition.webp?alt=media&token=03396ec7-02cb-4f57-b1fb-48464757eb91', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ffoto---maserati-ghibli-mc-edition.webp?alt=media&token=03396ec7-02cb-4f57-b1fb-48464757eb91', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ffoto---maserati-ghibli-mc-edition.webp?alt=media&token=03396ec7-02cb-4f57-b1fb-48464757eb91'}",Sport,
csAlVKEyhkoGp9T2l1HR,Maserati,GranTurismo,84-HF07,1593504,Black,Adult else firm back unit newspaper.,912,four,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1310794.jpg?alt=media&token=85d1fcc2-71d6-42bc-9d8b-80ee738983f0', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1310794.jpg?alt=media&token=85d1fcc2-71d6-42bc-9d8b-80ee738983f0', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1310794.jpg?alt=media&token=85d1fcc2-71d6-42bc-9d8b-80ee738983f0', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1310794.jpg?alt=media&token=85d1fcc2-71d6-42bc-9d8b-80ee738983f0', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1310794.jpg?alt=media&token=85d1fcc2-71d6-42bc-9d8b-80ee738983f0'}",Coupe,
yaWA2JzJezFN0afsdMcL,Maserati,MC20,8-94176,602462,Black,Song marriage year act.,1490,four,No data,Convertible,HfqNHwCg51dqGqguVkfeQz8jn7j2
4D5xzegF1UHW3ihn63XW,McLaren,765LT,YAY 947,796859,Blue,Yourself card full when old eat several.,864,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fraqc0fhylroix2detzyb.webp?alt=media&token=b06e544c-e93f-4c95-87dc-2d5220b92862', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fraqc0fhylroix2detzyb.webp?alt=media&token=b06e544c-e93f-4c95-87dc-2d5220b92862', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fraqc0fhylroix2detzyb.webp?alt=media&token=b06e544c-e93f-4c95-87dc-2d5220b92862', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fraqc0fhylroix2detzyb.webp?alt=media&token=b06e544c-e93f-4c95-87dc-2d5220b92862', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fraqc0fhylroix2detzyb.webp?alt=media&token=b06e544c-e93f-4c95-87dc-2d5220b92862'}",Coupe,
8qcuQj9WFhxeNTGAHDFM,McLaren,P1,MVF-337,1862966,Blue,Site try feeling degree rich small two.,1261,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2012-mclaren-p1.jpg?alt=media&token=ab7187d1-a17b-4734-84f6-32ddd3055df3', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2012-mclaren-p1.jpg?alt=media&token=ab7187d1-a17b-4734-84f6-32ddd3055df3', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2012-mclaren-p1.jpg?alt=media&token=ab7187d1-a17b-4734-84f6-32ddd3055df3', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2012-mclaren-p1.jpg?alt=media&token=ab7187d1-a17b-4734-84f6-32ddd3055df3', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2012-mclaren-p1.jpg?alt=media&token=ab7187d1-a17b-4734-84f6-32ddd3055df3'}",SUV,
Yq6yAhfrmJ5fhopx18rn,McLaren,765LT,8146LPQ,380000,Naranja,Edición más extrema del McLaren 720S,765,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741335890487_o9dtlcoiw4?alt=media&token=64c8016f-ea39-4163-a4ea-5edee58870ec', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741335890487_o9dtlcoiw4?alt=media&token=64c8016f-ea39-4163-a4ea-5edee58870ec', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741335890487_o9dtlcoiw4?alt=media&token=64c8016f-ea39-4163-a4ea-5edee58870ec', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741335890487_o9dtlcoiw4?alt=media&token=64c8016f-ea39-4163-a4ea-5edee58870ec', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741335890487_o9dtlcoiw4?alt=media&token=64c8016f-ea39-4163-a4ea-5edee58870ec'}",Coupé,
fMn48XeSpXnP9YzOFnZx,McLaren,Artura,327-NVW,421050,White,Exactly strong than debate.,1572,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FMcLaren_Artura_05.webp?alt=media&token=c0c503d6-90a0-47e0-8191-d5ba00b00801', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FMcLaren_Artura_05.webp?alt=media&token=c0c503d6-90a0-47e0-8191-d5ba00b00801', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FMcLaren_Artura_05.webp?alt=media&token=c0c503d6-90a0-47e0-8191-d5ba00b00801', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FMcLaren_Artura_05.webp?alt=media&token=c0c503d6-90a0-47e0-8191-d5ba00b00801', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FMcLaren_Artura_05.webp?alt=media&token=c0c503d6-90a0-47e0-8191-d5ba00b00801'}",SUV,
jIYwciwNY2Gp9qKFAQfv,McLaren,GT,763 BWC,923029,Silver,Benefit help fact look.,1193,four,No data,Sport,
xaTCN3HQCKXuMYMPmPGs,McLaren,720S,UPY9985,2100497,Red,Trial early family fact.,692,three,No data,Hypercar,
SZ1RYRxMhqmbPLCj8qll,Pagani,Huayra,618 7GW,2156825,Orange,Rich successful have allow rise.,393,four,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-huayra-r-1616086455.avif?alt=media&token=6ea1b9fc-fb59-43f3-8014-3dfb3ca45682', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-huayra-r-1616086455.avif?alt=media&token=6ea1b9fc-fb59-43f3-8014-3dfb3ca45682', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-huayra-r-1616086455.avif?alt=media&token=6ea1b9fc-fb59-43f3-8014-3dfb3ca45682', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-huayra-r-1616086455.avif?alt=media&token=6ea1b9fc-fb59-43f3-8014-3dfb3ca45682', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-huayra-r-1616086455.avif?alt=media&token=6ea1b9fc-fb59-43f3-8014-3dfb3ca45682'}",Sport,
Xci07Nq2Ndf8PsQgdWJI,Pagani,C12,5V W8707,2263633,Black,All blood air become unit care evidence.,465,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-zonda-c12-prototipo-ii.jpg?alt=media&token=178e21fc-e693-41c8-8c9b-a8670c7c8141', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-zonda-c12-prototipo-ii.jpg?alt=media&token=178e21fc-e693-41c8-8c9b-a8670c7c8141', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-zonda-c12-prototipo-ii.jpg?alt=media&token=178e21fc-e693-41c8-8c9b-a8670c7c8141', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-zonda-c12-prototipo-ii.jpg?alt=media&token=178e21fc-e693-41c8-8c9b-a8670c7c8141', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fpagani-zonda-c12-prototipo-ii.jpg?alt=media&token=178e21fc-e693-41c8-8c9b-a8670c7c8141'}",Sport,
l0Wdp70kbc9njsChhdO9,Pagani,Zonda,2OW1998,1438042,Orange,Wish chair bit level arrive.,1022,two,No data,Hypercar,
nMYx183kyFJdOjkfeCjM,Pagani,Imola,521-KGC,179771,Green,Experience campaign write.,777,four,No data,Coupe,
uPoAmT47yRSFL8Hwggw8,Pagani,Utopia,252-135,871453,Orange,Look determine represent possible improve picture.,1143,three,No data,Sport,HfqNHwCg51dqGqguVkfeQz8jn7j2
4GaMXGAs8LLrGGefD6Zv,Porsche,911 Turbo,JGE3273,1144962,White,Send song you.,692,three,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FPLA22_1125_fine.jpg?alt=media&token=b342518b-de8d-4c5b-986b-939f7698a7f8', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FPLA22_1125_fine.jpg?alt=media&token=b342518b-de8d-4c5b-986b-939f7698a7f8', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FPLA22_1125_fine.jpg?alt=media&token=b342518b-de8d-4c5b-986b-939f7698a7f8', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FPLA22_1125_fine.jpg?alt=media&token=b342518b-de8d-4c5b-986b-939f7698a7f8', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2FPLA22_1125_fine.jpg?alt=media&token=b342518b-de8d-4c5b-986b-939f7698a7f8'}",Convertible,
AaJmGjRCtAvxIlUCFm1A,Porsche,Cayman,KSJ 046,2036255,Orange,Politics physical we cup term have.,994,three,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fporsche_718-cayman-982c-2016_r11.webp?alt=media&token=cfd4608e-1e04-4f4d-b46f-f53f55e60679', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fporsche_718-cayman-982c-2016_r11.webp?alt=media&token=cfd4608e-1e04-4f4d-b46f-f53f55e60679', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fporsche_718-cayman-982c-2016_r11.webp?alt=media&token=cfd4608e-1e04-4f4d-b46f-f53f55e60679', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fporsche_718-cayman-982c-2016_r11.webp?alt=media&token=cfd4608e-1e04-4f4d-b46f-f53f55e60679', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Fporsche_718-cayman-982c-2016_r11.webp?alt=media&token=cfd4608e-1e04-4f4d-b46f-f53f55e60679'}",SUV,
O6w13DDTfYrzY3PvMWVG,Porsche,Macan,309 PZQ,2815196,Black,Strong clearly evening federal.,1016,four,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ff91ab6ef9bdfdc2e3679fa80fd71bdcb.webp?alt=media&token=d3fac6d0-e3ce-4284-9227-8b97e807f387', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ff91ab6ef9bdfdc2e3679fa80fd71bdcb.webp?alt=media&token=d3fac6d0-e3ce-4284-9227-8b97e807f387', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ff91ab6ef9bdfdc2e3679fa80fd71bdcb.webp?alt=media&token=d3fac6d0-e3ce-4284-9227-8b97e807f387', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ff91ab6ef9bdfdc2e3679fa80fd71bdcb.webp?alt=media&token=d3fac6d0-e3ce-4284-9227-8b97e807f387', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Ff91ab6ef9bdfdc2e3679fa80fd71bdcb.webp?alt=media&token=d3fac6d0-e3ce-4284-9227-8b97e807f387'}",Convertible,
SOgCeNlcNttQZF6qamiE,Porsche,Panamera,9O X2324,2327595,Blue,Price prove move machine early party.,1088,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-panamera-turbo-s-e-hybrid.webp?alt=media&token=b02d83b4-00e1-4226-80c7-e52ae1a00885', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-panamera-turbo-s-e-hybrid.webp?alt=media&token=b02d83b4-00e1-4226-80c7-e52ae1a00885', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-panamera-turbo-s-e-hybrid.webp?alt=media&token=b02d83b4-00e1-4226-80c7-e52ae1a00885', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-panamera-turbo-s-e-hybrid.webp?alt=media&token=b02d83b4-00e1-4226-80c7-e52ae1a00885', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-panamera-turbo-s-e-hybrid.webp?alt=media&token=b02d83b4-00e1-4226-80c7-e52ae1a00885'}",Sport,
b9CvFZarGjMnuXiOvEDo,Porsche,Taycan,Z88 8NZ,290703,Orange,Home course risk.,1552,four,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-taycan-gts.jpg?alt=media&token=89658aa9-4bbe-44fe-b302-d306f1169dcd', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-taycan-gts.jpg?alt=media&token=89658aa9-4bbe-44fe-b302-d306f1169dcd', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-taycan-gts.jpg?alt=media&token=89658aa9-4bbe-44fe-b302-d306f1169dcd', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-taycan-gts.jpg?alt=media&token=89658aa9-4bbe-44fe-b302-d306f1169dcd', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F2025-porsche-taycan-gts.jpg?alt=media&token=89658aa9-4bbe-44fe-b302-d306f1169dcd'}",Hypercar,
blWiItn19cCtxHUYaUKO,Porsche,911 Turbo S,8246CWV,250000,Gris,Tración 4x4,650,two,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Firis.webp?alt=media&token=af723b5d-61b6-4826-a6c8-b8e9558dcb76', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Firis.webp?alt=media&token=af723b5d-61b6-4826-a6c8-b8e9558dcb76', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Firis.webp?alt=media&token=af723b5d-61b6-4826-a6c8-b8e9558dcb76', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Firis.webp?alt=media&token=af723b5d-61b6-4826-a6c8-b8e9558dcb76', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2Firis.webp?alt=media&token=af723b5d-61b6-4826-a6c8-b8e9558dcb76'}",Coupé,
ntdKKAa7Zetqqyw2znEA,Rolls-Royce,Phantom,8786GJP,460000,Gris,Cásico con motor V12,563,four,"{'url': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741336257024_ph8c3n94u?alt=media&token=049e054c-5487-46ab-83ad-048a3b40b1ae', 'large': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741336257024_ph8c3n94u?alt=media&token=049e054c-5487-46ab-83ad-048a3b40b1ae', 'medium': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741336257024_ph8c3n94u?alt=media&token=049e054c-5487-46ab-83ad-048a3b40b1ae', 'small': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741336257024_ph8c3n94u?alt=media&token=049e054c-5487-46ab-83ad-048a3b40b1ae', 'thumbnail': 'https://firebasestorage.googleapis.com/v0/b/concesionarios-baca.firebasestorage.app/o/uploads%2F1741336257024_ph8c3n94u?alt=media&token=049e054c-5487-46ab-83ad-048a3b40b1ae'}",Sedán,
